OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900379,Sample-Routine,Water,Surface Water,1969-05-01,11:00:00,AKDT,,,,,,,,,,,,,USGS-15875000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.50,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900379,Sample-Routine,Water,Surface Water,1969-05-01,11:00:00,AKDT,,,,,,,,,,,,,USGS-15875000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,2.20,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900690,Sample-Routine,Water,Surface Water,1969-05-06,19:00:00,AKDT,,,,2.5,feet,,,,,,,,USGS-693600151100000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.56,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900690,Sample-Routine,Water,Surface Water,1969-05-06,19:00:00,AKDT,,,,2.5,feet,,,,,,,,USGS-693600151100000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,2.50,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900378,Sample-Routine,Water,Surface Water,1969-04-30,16:20:00,AKDT,,,,,,,,,,,,,USGS-15875000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900378,Sample-Routine,Water,Surface Water,1969-04-30,16:20:00,AKDT,,,,,,,,,,,,,USGS-15875000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900687,Sample-Routine,Water,Surface Water,1969-05-06,12:00:00,AKDT,,,,2.5,feet,,,,,,,,USGS-691740150115000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.43,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900687,Sample-Routine,Water,Surface Water,1969-05-06,12:00:00,AKDT,,,,2.5,feet,,,,,,,,USGS-691740150115000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.90,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900691,Sample-Routine,Water,Surface Water,1969-05-07,14:00:00,AKDT,,,,,,,,,,,,,USGS-701642148144400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.20,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900691,Sample-Routine,Water,Surface Water,1969-05-07,14:00:00,AKDT,,,,,,,,,,,,,USGS-701642148144400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,5.30,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900689,Sample-Routine,Water,Surface Water,1969-05-02,16:00:00,AKDT,,,,,,,,,,,,,USGS-692200148433000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900689,Sample-Routine,Water,Surface Water,1969-05-02,16:00:00,AKDT,,,,,,,,,,,,,USGS-692200148433000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900688,Sample-Routine,Water,Surface Water,1969-05-06,15:30:00,AKDT,,,,,,,,,,,,,USGS-691830150172000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.32,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.96900688,Sample-Routine,Water,Surface Water,1969-05-06,15:30:00,AKDT,,,,,,,,,,,,,USGS-691830150172000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.40,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97201121,Sample-Routine,Water,Surface Water,1972-03-18,11:00:00,AKST,,,,,,,,,,,,,USGS-701642148144400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.54,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97201121,Sample-Routine,Water,Surface Water,1972-03-18,11:00:00,AKST,,,,,,,,,,,,,USGS-701642148144400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Total,0.54,mg/l as N,,Historical,,Actual,,,,,,,00620,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000911,Sample-Routine,Water,Surface Water,1970-09-06,15:30:00,AKDT,,,,,,,,,,,,,USGS-701642148144400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200723,Sample-Routine,Water,Surface Water,1972-07-12,12:50:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.05,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200723,Sample-Routine,Water,Surface Water,1972-07-12,12:50:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000635,Sample-Routine,Water,Surface Water,1970-06-04,18:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.14,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000635,Sample-Routine,Water,Surface Water,1970-06-04,18:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.600,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100609,Sample-Routine,Water,Surface Water,1971-04-03,16:00:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,7.00,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100615,Sample-Routine,Water,Surface Water,1971-09-15,13:20:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.02,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100615,Sample-Routine,Water,Surface Water,1971-09-15,13:20:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.100,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100614,Sample-Routine,Water,Surface Water,1971-08-13,14:30:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100625,Sample-Routine,Water,Surface Water,1971-04-17,10:00:00,AKST,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.20,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100625,Sample-Routine,Water,Surface Water,1971-04-17,10:00:00,AKST,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.900,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200744,Sample-Routine,Water,Surface Water,1972-06-22,15:55:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.07,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200744,Sample-Routine,Water,Surface Water,1972-06-22,15:55:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.300,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100633,Sample-Routine,Water,Surface Water,1971-09-09,13:50:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.05,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100633,Sample-Routine,Water,Surface Water,1971-09-09,13:50:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100631,Sample-Routine,Water,Surface Water,1971-08-12,14:30:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100631,Sample-Routine,Water,Surface Water,1971-08-12,14:30:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000641,Sample-Routine,Water,Surface Water,1970-09-03,10:30:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200728,Sample-Routine,Water,Surface Water,1972-06-23,18:50:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100621,Sample-Routine,Water,Surface Water,1971-08-13,12:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100621,Sample-Routine,Water,Surface Water,1971-08-13,12:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100622,Sample-Routine,Water,Surface Water,1971-09-15,11:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.05,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100622,Sample-Routine,Water,Surface Water,1971-09-15,11:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200725,Sample-Routine,Water,Surface Water,1971-10-15,15:20:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.11,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200725,Sample-Routine,Water,Surface Water,1971-10-15,15:20:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.500,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000639,Sample-Routine,Water,Surface Water,1970-09-05,09:20:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000638,Sample-Routine,Water,Surface Water,1970-06-09,17:30:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.09,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100620,Sample-Routine,Water,Surface Water,1971-06-23,13:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.100,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100608,Sample-Routine,Water,Surface Water,1970-11-20,11:15:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.45,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100608,Sample-Routine,Water,Surface Water,1970-11-20,11:15:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,2.00,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100610,Sample-Routine,Water,Surface Water,1971-05-31,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.27,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100610,Sample-Routine,Water,Surface Water,1971-05-31,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.20,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200719,Sample-Routine,Water,Surface Water,1972-03-18,09:15:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.29,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200719,Sample-Routine,Water,Surface Water,1972-03-18,09:15:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.30,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000636,Sample-Routine,Water,Surface Water,1970-09-05,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.05,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97000636,Sample-Routine,Water,Surface Water,1970-09-05,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.200,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200718,Sample-Routine,Water,Surface Water,1971-10-15,16:15:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97200718,Sample-Routine,Water,Surface Water,1971-10-15,16:15:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100609,Sample-Routine,Water,Surface Water,1971-04-03,16:00:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.60,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97100614,Sample-Routine,Water,Surface Water,1971-08-13,14:30:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
